"","gutenberg_id","story","line","word"
"373",1597,"THE EMPEROR'S NEW CLOTHES",134,"sat"
"374",1597,"THE EMPEROR'S NEW CLOTHES",134,"night"
"375",1597,"THE EMPEROR'S NEW CLOTHES",134,"day"
"376",1597,"THE EMPEROR'S NEW CLOTHES",135,"procession"
"377",1597,"THE EMPEROR'S NEW CLOTHES",135,"sixteen"
"378",1597,"THE EMPEROR'S NEW CLOTHES",135,"lights"
"379",1597,"THE EMPEROR'S NEW CLOTHES",135,"burning"
"380",1597,"THE EMPEROR'S NEW CLOTHES",136,"anxious"
"381",1597,"THE EMPEROR'S NEW CLOTHES",136,"finish"
"382",1597,"THE EMPEROR'S NEW CLOTHES",136,"emperor's"
"383",1597,"THE EMPEROR'S NEW CLOTHES",137,"suit"
"384",1597,"THE EMPEROR'S NEW CLOTHES",137,"pretended"
"385",1597,"THE EMPEROR'S NEW CLOTHES",137,"roll"
"386",1597,"THE EMPEROR'S NEW CLOTHES",137,"cloth"
"387",1597,"THE EMPEROR'S NEW CLOTHES",137,"looms"
"388",1597,"THE EMPEROR'S NEW CLOTHES",137,"cut"
"389",1597,"THE EMPEROR'S NEW CLOTHES",137,"air"
"390",1597,"THE EMPEROR'S NEW CLOTHES",138,"scissors"
"391",1597,"THE EMPEROR'S NEW CLOTHES",138,"sewed"
"392",1597,"THE EMPEROR'S NEW CLOTHES",138,"needles"
"393",1597,"THE EMPEROR'S NEW CLOTHES",138,"thread"
"394",1597,"THE EMPEROR'S NEW CLOTHES",139,"cried"
"395",1597,"THE EMPEROR'S NEW CLOTHES",139,"emperor's"
"396",1597,"THE EMPEROR'S NEW CLOTHES",139,"clothes"
"397",1597,"THE EMPEROR'S NEW CLOTHES",139,"ready"
"398",1597,"THE EMPEROR'S NEW CLOTHES",141,"emperor"
"399",1597,"THE EMPEROR'S NEW CLOTHES",141,"grandees"
"400",1597,"THE EMPEROR'S NEW CLOTHES",141,"court"
"401",1597,"THE EMPEROR'S NEW CLOTHES",142,"weavers"
"402",1597,"THE EMPEROR'S NEW CLOTHES",142,"rogues"
"403",1597,"THE EMPEROR'S NEW CLOTHES",142,"raised"
